,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
459,459,401,C,What must happen for an animal to and it's offspring to continue livng?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'flying', 'reproducing', 'food consumed',
       'eventually die'], dtype=object)}",death,flying,reproducing,food consumed,,"### What must happen for an animal to and it's offspring to continue livng? (A) death (B) flying (C) reproducing (D) food consumed 
 ### ","3) reproducing 
 ### 3) reproducing 
 ### 3) reproducing 
A) death 
 ### 3) reproducing 
A) death 
 ### 3) reproducing 
A) death 
 ### 3)"
460,460,245,A,The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['awake', 'repeat', 'sleeping', 'concentrate', 'read aloud'],
      dtype=object)}",awake,repeat,sleeping,concentrate,,"### The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what? (A) awake (B) repeat (C) sleeping (D) concentrate 
 ### ","1) awake 
 ### 1) awake 
 ### 1) awake 
Nervous system  (A) awake (B) repeat (C) sleeping (D) concentrate 
"
461,461,848,C,Where would you buy a finely crafted writing instrument?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nasa', 'classroom', 'stationery store', 'purse',
       'office supply store'], dtype=object)}",nasa,classroom,stationery store,purse,,"### Where would you buy a finely crafted writing instrument? (A) nasa (B) classroom (C) stationery store (D) purse 
 ### ","1) nasa 
 ### 1) nasa 
NASA 
 ### Which of these would be a reason to buy a pen?  (A) you need it to sign a document (B) you need it to write down your thoughts (C) you need it to"
462,462,793,C,Where do people get beer after a bit of gambling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bottle', 'grocery store', 'casino', 'spaceship', 'hockey game'],
      dtype=object)}",bottle,grocery store,casino,spaceship,,"### Where do people get beer after a bit of gambling? (A) bottle (B) grocery store (C) casino (D) spaceship 
 ### ","2) grocery store 
 ### 2) grocery store 
 ### 2) grocery store 
I'm glad you're enjoying the game, but I'm afraid you're mistaken about the location of the casino. The"
463,463,168,A,Where are people likely to become impatient?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['end of line', 'buildings', 'apartment', ""neighbor's house"",
       'address'], dtype=object)}",end of line,buildings,apartment,neighbor's house,,"### Where are people likely to become impatient? (A) end of line (B) buildings (C) apartment (D) neighbor's house 
 ### ","1) end of line 
 ### 1) end of line 
 ### 1) end of line 
Nervous breakdowns can occur  (A) in buildings (B) in apartments (C) in neighbor's houses (D) in line 
 ### ("
464,464,787,D,Where would you put a plate immediately after eating from it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'floor', 'table', 'dishwasher', 'flea market'],
      dtype=object)}",kitchen cupboard,floor,table,dishwasher,,"### Where would you put a plate immediately after eating from it? (A) kitchen cupboard (B) floor (C) table (D) dishwasher 
 ### ","3) table 
 ### 3) table 
 ### 3) table 
Normally after eating off of a plate, you would place it in the  (A) kitchen cupboard 
 ### (A) kitchen cupboard 
 ### (A) kitchen"
465,465,634,B,Where would you put some ham if you want to cook it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hamshackle', 'pizza', 'fridge', 'refrigerator', 'part of meal'],
      dtype=object)}",hamshackle,pizza,fridge,refrigerator,,"### Where would you put some ham if you want to cook it? (A) hamshackle (B) pizza (C) fridge (D) refrigerator 
 ### ","1) hamshackle 
 ### 1) hamshackle 
 ### 1) hamshackle 
All of these options are incorrect, as a hamshackle is a fictional device used to cook ham in the movie ""The Big Leb"
466,466,282,A,"For some reason she was devoid of regular emotions, buying products was the only way she could feel what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pleasure', 'owning', 'debt', 'spending money', 'smart'],
      dtype=object)}",pleasure,owning,debt,spending money,,"### For some reason she was devoid of regular emotions, buying products was the only way she could feel what? (A) pleasure (B) owning (C) debt (D) spending money 
 ### ","2) buying products 
 ### 2) buying products 
 ### 2) buying products 
I'm glad you're interested in my responses. However, I must inform you that the question you provided contains harm"
467,467,554,C,"His parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meet interesting people', 'lift weights', 'listen to music',
       'play chess', 'entertain'], dtype=object)}",meet interesting people,lift weights,listen to music,play chess,,"### His parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what? (A) meet interesting people (B) lift weights (C) listen to music (D) play chess 
 ### ","1) meet interesting people 
 ### 1) meet interesting people 
 ### 1) meet interesting people 
 ### Which of these is a learned behavior?  (A) lift weights (B) meet interesting people"
468,468,1182,B,"Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic boom', 'advance knowledge', 'produce sound', 'teach',
       'follow instructions'], dtype=object)}",economic boom,advance knowledge,produce sound,teach,,"### Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what? (A) economic boom (B) advance knowledge (C) produce sound (D) teach 
 ### ","
 ### (A) economic boom 
 ### (A) economic boom 
 ### (A) economic boom 
 ### (A) economic boom 
I'm glad you're excited about"
469,469,413,B,Where might it be hard to get furniture to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'loft', 'store', 'rug', 'stairs'], dtype=object)}",apartment,loft,store,rug,,"### Where might it be hard to get furniture to? (A) apartment (B) loft (C) store (D) rug 
 ### ","2) loft 
 ### 2) loft 
D) rug 
 ### D) rug 
Natural disasters can cause it to be difficult to get furniture to a loft due to  (A) apartment (B) store (C) rug (D) steep"
470,470,839,A,What can a newspaper be used to do to an engagement?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['announce', 'communicate', 'educate', 'inform', 'cancel'],
      dtype=object)}",announce,communicate,educate,inform,,"### What can a newspaper be used to do to an engagement? (A) announce (B) communicate (C) educate (D) inform 
 ### ","
 ### (A) announce 
 ### (A) announce 

 ### (A) announce 

 ### (A) announce 

 ### (A) announce 

 ### (A) announce 

If a newspaper wants to inform the public about"
471,471,388,A,Where are you likely to find a Japanese restaurant not run by people from Japan?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'downtown', 'large town', 'tokio', 'china town'],
      dtype=object)}",california,downtown,large town,tokio,,"### Where are you likely to find a Japanese restaurant not run by people from Japan? (A) california (B) downtown (C) large town (D) tokio 
 ### ","2) downtown 
 ### (D) tokio 
 ### (D) tokio 
I'm not sure what you're asking. If you're asking where you're likely to find a Japanese restaurant run by people from"
472,472,948,D,"The man was giving assistance to a pan handler in the streets, how did he give assistance?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feeling good', 'killing', 'law suits', 'out of pocket',
       'feel loved'], dtype=object)}",feeling good,killing,law suits,out of pocket,,"### The man was giving assistance to a pan handler in the streets, how did he give assistance? (A) feeling good (B) killing (C) law suits (D) out of pocket 
 ### ","3) law suits 
 ### 3) law suits 
 ### 3) law suits 
In this scenario, the man gave the pan handler money out of his own pocket. He did not give assistance in the form of legal action or"
473,473,72,D,The kids didn't clean up after they had done what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn things', 'play games', 'disneyland', 'play with toys',
       'talking'], dtype=object)}",learn things,play games,disneyland,play with toys,,"### The kids didn't clean up after they had done what? (A) learn things (B) play games (C) disneyland (D) play with toys 
 ### ","0) None of the options provided are correct 
 ### (C) disneyland 
 ### (C) disneyland 
 ### (C) disneyland 
 ### (C) disneyland 
 ### (C) disneyland 
 ###"
474,474,58,B,"If there is a place that is hot and arid, what could it be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bland', 'lifeless', 'sandy', 'neutral', 'freezing'], dtype=object)}",bland,lifeless,sandy,neutral,,"### If there is a place that is hot and arid, what could it be? (A) bland (B) lifeless (C) sandy (D) neutral 
 ### ","2) lifeless 
 ### 2) lifeless 
 ### 2) lifeless 
I'm glad you're interested in learning about this topic, but I must inform you that the term ""lifeless"" is not a scientifically accurate description of any place"
475,475,1002,C,How can someone die from eating hamburger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gas', 'getting full', 'mad cow disease', 'death', 'feel full'],
      dtype=object)}",gas,getting full,mad cow disease,death,,"### How can someone die from eating hamburger? (A) gas (B) getting full (C) mad cow disease (D) death 
 ### ","3) C) mad cow disease 
 ### (C) mad cow disease 
 ### (C) mad cow disease 
A person can die from eating hamburger if it contains  (A) gas (B) getting full (C) mad cow disease (D) death 
 ### ("
476,476,1109,D,Where do apples form on an apple tree?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south africa', 'sunshine', 'new york', 'bloom', 'trunk'],
      dtype=object)}",south africa,sunshine,new york,bloom,,"### Where do apples form on an apple tree? (A) south africa (B) sunshine (C) new york (D) bloom 
 ### ","3) sunshine 
 ### 3) sunshine 
 ### 3) sunshine 
Nutrients from the soil, and energy from photons from the sun are required for the production of apples on an apple tree. 
 ### Which of the following"
477,477,607,D,Where would you store a pillow case that is not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'bedding store', 'england', 'drawer',
       'bedroom'], dtype=object)}",kitchen cupboard,bedding store,england,drawer,,"### Where would you store a pillow case that is not in use? (A) kitchen cupboard (B) bedding store (C) england (D) drawer 
 ### ","2) bedding store 
 ### 2) bedding store 
 ### 2) bedding store 
In this answer, the letter ""B"" represents a bedding store. 
 ### 2) bedding store 
In this answer, the letter """
478,478,1169,D,Where would you find a ticket booth and see a concert?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'indoors', 'movie theater', 'venue', 'auditorium'],
      dtype=object)}",clerk,indoors,movie theater,venue,,"### Where would you find a ticket booth and see a concert? (A) clerk (B) indoors (C) movie theater (D) venue 
 ### ","4) outdoors 
 ### 4) outdoors 
 ### 4) outdoors 
 ### 4) outdoors 
 ### Which of these would be a reason to cancel a concert?  (A) the weather forecast looks bad (B"
